author,url,text,section,title,sub_title,date
Thaís Chaves,https://www.cartacapital.com.br/politica/governo-divulga-video-em-defesa-golpe-militar-de-1964/,"Contudo, na manhã deste domingo 31, por meio de seu canal oficial no WhatsApp, o governo federal divulgou um vídeo em apoio ao golpe. A razão da ruptura democrática, segundo a peça, era necessidade de combater uma revolução comunista que estava prestes a acontecer no Brasil.    O ator que estrela, já idoso, se aproveita deste fato para se comunicar com os brasileiros da mesma idade: “Se você tem a mesma idade que eu, um pouco mais, um pouco menos, sabe que houve um tempo em que nosso céu de repente não tinha mais estrelas que outros”, diz o ator. Aos mais jovens, ele pede que façam pesquisas em jornais da época.
Confira:  
Conforme o texto narrado pelo ator, havia um clima de “medo e ameaça” na época em que o golpe militar ocorreu. O roteiro atribui este medo à supostos crimes cometidos por comunistas, como sequestros e assassinatos. Diz ainda que havia “greves nas fábricas” e que o movimento que levou os militares a cometerem o golpe teria partido da mídia e do “povo de verdade — pais, mães, Igreja”.    Ao final do vídeo, uma voz em off brada: “O Exército não quer palmas nem homenagens. O Exército apenas cumpriu o seu papel”, com a imagem da bandeira brasileira ao fundo.
No momento, o presidente Jair Bolsonaro está em Israel. Ele discursou pela manhã com o primeiro-ministro israelense Benjamin Netanyahu e decidiu abrir um escritório comercial do Brasil em Jerusalém. Até agora, não fez nenhuma manifestação pública sobre a data.
    ",Política, Governo divulga vídeo em defesa do golpe militar de 1964,"Divulgada pelo canal oficial do governo no WhatsApp, a peça alega que o golpe militar livrou o Brasil de uma temida revolução comunista",2019-03-31 19:21:17
Thaís Chaves,https://www.cartacapital.com.br/politica/pt-vai-a-justica-contra-divulgacao-de-video-pro-ditadura-pelo-governo/,"“Vamos representá-lo no Supremo Tribunal Federal e na PGR por crime de improbidade”, disse Teixeira a Gleisi Hoffmann, presidenta do partido, disse que a ofensiva também acontecerá dentro da Câmara. “Ele já havia sido alertado que não poderia pedir a comemoração do dia 31 de março. Recuou um pouco nas declrações, mas publica esse vídeo lamentável.”Nesta domingo 31, o canal oficial do governo no WhatsApp divulgou um vídeo apócrifo, em que um senhor já idoso tece loas ao golpe militar. “O Exército salvou o Brasil”, diz o ator, sem qualquer menções às torturas e prisões políticas perpetradas pelo regime. Ele diz ainda que o movimento que levou os militares a tomarem o poder teria partido da mídia e do “povo de verdade — pais, mães, Igreja”.Os petistas querem que o presidente responda por improbidade administrativa —quando um agente público contraria os princípios básicos da administração pública. O artigo 4º da Constituição considera crime de responsabilidade atos do Presidente da República que atentem contra a Constituição e os. Esse tipo de infração é passível de impeachment.Ambos participaram da Marcha do Silêncio, que anualmente presta homenagens aos mortos e desaparecidos da ditadura. A edição de São Paulo saiu por volta das 16h horas do Parque Ibirapuera.",Política,PT vai à Justiça contra divulgação de vídeo pró-ditadura pelo governo,Partido cobrará ao Supremo Tribunal Federal e à PGR que responsabilizem o presidente por crime de improbidade administrativa,2019-03-31 22:06:50
Alexandre Putti,https://www.cartacapital.com.br/politica/no-dia-da-mentira-bolsonaroday-e-o-assunto-mais-citado-nas-redes/,"Internautas citam algumas frases ditas pelo presidente que foram contestadas ou até mesmo desmentidas. Na época da campanha presidencial, Bolsonaro foi acusado de disseminar  contra seu opositor, Fernando Haddad (PT).Kit gay foi algo que o presidente chegou a citar em uma entrevista no Jornal Nacional e depois desmentida pelo próprio Ministério da Educação. Segundo apurou o site , essa foi a  que mais favoreceu a campanha de Bolsonaro.Outros assuntos como a facada contra o presidente, a reforma da Previdência e o golpe de 1964 foram citados no #BolsonaroDay.Confira a repercussão:Primeiro de abril  Sem legendas para o quadro — Debora Diniz (@Debora_D_Diniz)  Hoje é dia de:
“PT destruiu o Brasil”
“Pelo menos ele não é corrupto”
“Não existiu golpe”
“Ditadura só matou vagabundo”
“A facada foi real”
“Moro é herói”
“Primeiro a gente tira Dilma e depois o resto”
“Não sou racista, tenho até amigos pretos”
“Feminismo é mimimi”— Carol Lula Barros (@calulabarros)  TEXTO“A Reforma da Previdência vai combater privilégios”
Via  — Carlos Latuff (@LatuffCartoons) “Olá, Meu nome é Bolsonaro e vou ensinar vocês como conquistar uma grande plantação de laranjas”  — 𝕿𝖍𝖎𝖆𝖌𝖔 𝕸𝖊𝖉𝖗𝖆𝖉𝖔 (@thiagomedra) ",Política,"No Dia da Mentira, #BolsonaroDay é o assunto mais citado nas redes",Internautas citam algumas frases ditas pelo presidente que foram contestadas ou até mesmo desmentidas,2019-04-01 15:04:12
Redação,https://www.cartacapital.com.br/politica/mourao-atribui-video-pro-golpe-a-bolsonaro-decisao-do-presidente/,"No domingo 31, o canal oficial do Palácio do Planalto no WhatsApp compartilhou um vídeo apócrifo, em que um senhor já idoso defende o golpe militar. “O Exército salvou o Brasil”, diz ele. A razão da ruptura democrática, conforme narra o ator, era necessidade de combater uma revolução comunista que estava prestes a acontecer.Ele diz ainda que havia um clima de “medo e ameaça” causado por supostos crimes cometidos por comunistas, como sequestros e assassinatos, além de “greves nas fábricas”. E que o movimento que levou os militares a tomarem o poder teria partido da mídia e do “povo de verdade — pais, mães, Igreja”.Ainda não há informações sobre a autoria do vídeo. À imprensa, o Planalto afirmou que não vai comentar o caso. ",Política,Mourão atribui vídeo pró-golpe a Bolsonaro: “decisão do presidente”,"Canal oficial do Planalto compartilhou um vídeo apócrifo, em que um senhor já idoso diz que a Forças Armadas ‘salvaram’ o país",2019-04-01 17:58:36
Deutsche Welle,https://www.cartacapital.com.br/politica/acusados-de-matar-marielle-franco-viram-reus/,"Os dois responderão por duplo homicídio triplamente qualificado – motivo torpe, emboscada e recurso que prejudicou a defesa das vítimas –, além de tentativa de homicídio contra a assessora de Marielle que sobreviveu ao atentando e por crime de receptação.
    Ao aceitar a denúncia, o juiz Gustavo Kalil, do 4º Tribunal do Júri do Rio, determinou ainda, em caráter de urgência, a transferência de Lessa e Queiroz para um presídio federal. De acordo com o magistrado, a medida é necessária para evitar novos crimes, pois ambos estariam ligados a uma milícia que possui policiais militares da ativa.
O juiz ordenou também o bloqueio de todos os bens dos acusados para garantir o ressarcimento das vítimas. A denúncia afirma que Lessa é proprietário de uma lancha, dois automóveis e de diversas armas. De acordo com as investigações, sua residência, num condomínio na Barra da Tijuca, é incompatível com sua renda.  O MP destacou ainda que um relatório do Conselho de Controle de Atividades Financeiras (Coaf) mostrou um depósito em dinheiro, na boca do caixa, de 100 mil reais, na conta de Lessa, no dia 9 de outubro de 2018. Ele foi filmado fazendo o depósito e as imagens fazem parte do processo.
A dupla teria ainda se encontrado num restaurante para combinar o depoimento que deram em janeiro deste ano e, desta maneira, dificultar as investigações. Lessa e Queiroz se recusaram a prestar depoimento após a prisão e pretende falar somente em juízo.
Os acusados foram detidos na madrugada de terça-feira. Lessa, de 48 anos, teria disparado os tiros, do banco de trás do carro usado no crime; e Queiroz, de 46 anos, seria o motorista. Os dois negam as acusações.
Lessa começou a ser investigado em outubro do ano passado, depois de uma denúncia anônima que afirmou que a execução de Marielle foi encomendada por 200 mil reais. A investigação indica que ele fez com regularidade pesquisas na internet sobre os locais que a vereadora frequentava. Os investigadores sabem ainda que, desde 2017, o policial pesquisava também a vida do então deputado estadual Marcelo Freixo (Psol).  Os investigadores ainda não revelaram quem foi o mandante da execução. Após quase um ano de investigação, a polícia e o Ministério Público do Rio decidiram dividir o inquérito em duas partes: uma sobre os executores do crime, outra sobre os mandantes.
Marielle, de 38 anos, e Anderson, de 39, foram assassinados em 14 de março no bairro do Estácio, região central do Rio, quando saíam de um evento no qual a vereadora palestrava. O carro foi alvejado por vários disparos, dos quais quatro atingiram a cabeça dela.
As investigações sobre o crime – que levou multidões às ruas no mundo todo para manifestar solidariedade e cobrar explicações – correram durante todo o tempo sob sigilo, embora uma série de informações tenha sido revelada pela imprensa brasileira.
Além de defender os direitos das mulheres e a inclusão social, Marielle criticava também a violência policial e a ação de milícias. Seu assassinato causou comoção internacional, e organizações de defesa dos direitos humanos pressionavam para que respostas fossem apresentadas.
",Política,Acusados de matar Marielle Franco viram réus,"Os acusados responderão por duplo homicídio triplamente qualificado, tentativa de homicídio e por crime de receptação",2019-03-16 14:15:08
Guilherme Boulos,https://www.cartacapital.com.br/opiniao/previdencia-de-bolsonaro-colocara-a-maioria-na-miseria-absoluta/,"
  
  
Foto: Carl de Souza/AFPQuatro décadas depois

    

Na reforma da Previdência proposta por Bolsonaro sobrará a miséria absoluta para a maioria dos cidadãos

",Opinião,Previdência de Bolsonaro colocará a maioria na miséria absoluta,"Um ponto adicional da previdência privada: ao contrário do que se pensa, nem todo o valor investido poderá ser resgatado",2019-03-10 03:30:33
Igor Leone,https://www.cartacapital.com.br/justica/a-negligencia-neoliberal-e-o-mito-da-ressocializacao/,"

O Brasil recentemente elegeu Jair Bolsonaro à presidência, um ex-capitão do Exército que atua na política há 26 anos e que durante esse período conseguiu a aprovação de apenas dois Projetos de Lei. Além do mais, toda sua trajetória é marcada por posicionamentos racistas, machistas e homofóbicos. Como Presidente da República, defende abertamente que a polícia execute suspeitos e criminosos sem que sejam julgados por isso. É também a favor da criminalização de movimentos sociais e da redução da maioridade penal. Uma de suas primeiras medidas foi assinar um decreto expandindo as possibilidades para a posse de armas. Enfim, como você avalia a ascensão de Bolsonaro?



Alessandro De Giorgi – Professor do Departamento de Estudos da Justiça da Universidade Estadual de San Jose, Califórnia.




Bolsonaro indicou o ex-juiz federal Sérgio Moro para o Ministério da Justiça e a sua primeira medida foi apresentar o Projeto Anticrime, um conjunto de mudanças legislativas, incluindo a importação do modelo norte americano de , que vem sendo muito criticada por especialistas e advogados brasileiros. Sabemos que nos Estados Unidos o  é um dos principais fatores do encarceramento em massa, especialmente de jovens, negros e latinos. O que você acha dessa ideia de Sérgio Moro?






  

Em virtude da Guerra às Drogas, o Rio de Janeiro e outros estados passaram por uma intervenção federal. Durante 11 meses, os militares ocuparam diversas favelas, realizaram cadastros de moradores, registros de controle, toques de recolher, mandados de busca coletivo e diversas outras violações de garantias constitucionais básicas que jamais ocorreriam em bairros nobres da cidade. A intervenção terminou recentemente e foi muito celebrada pelas Forças Armadas, apesar das dezenas de estudos de diferentes organizações de direitos humanos demonstrando que os altos custos da operação não tiveram retorno: o tráfico de drogas continua operando, centenas de civis foram mortos em tiroteios, escolas e hospitais tiveram o horário de funcionamento reduzido e os índices de violência continuam altos. Você enxerga um paralelo entre essa intervenção militar e a criminalização da pobreza?



Intervenção Militar no Rio de Janeiro  

Poderia contar um pouco sobre a sua pesquisa “Reentry to Nothing”, a respeito das consequências socioeconômicas do encarceramento em massa?





Todos os dias, nos Estados Unidos, perto de 1.700 pessoas são libertadas da prisão.



Quais foram as descobertas dessa pesquisa?







 

 
 
",Justiça, A negligência neoliberal e o mito da ressocialização,"Onde a hegemonia das classes dominantes falha, a violência estatal se torna o único escudo contra a insurgência popular",2019-03-14 20:25:03
Paulo Nogueira Batista Jr.,https://www.cartacapital.com.br/opiniao/banco-central-exit-paquiderme/,"

    


O BC demorou a cortar os juros (Foto: ABr)A  corrente   
  Com a contração




",Opinião,Banco Central: o paquiderme merece ou não uma medalha?,A gestão de Ilan Goldajn no BC foi marcada por erros e omissões,2019-03-08 03:01:53
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/lava-jato-tem-derrota-no-supremo-e-caixa-2-fica-com-justica-eleitoral/,"Celso de Mello, Gilmar Mendes, Ricardo Lewandowski e Dias Toffoli, o último se pronunciar, votaram por manter com a Justiça Eleitoral a competência desses casos. Acompanham Marco Aurélio e Alexandre de Moraes, que já haviam votado na sessão de quarta-feira 13, marcada por críticas dos ministros aos procuradores do MPF.
  O principal argumento dos votantes é de que, pela Constituição, a competência da Justiça especializada – como a Eleitoral – se sobrepõe à Justiça comum.
Os ministros Edson Fachin, Roberto Barroso, Rosa Weber, Cármen Lúcia e Luiz Fux divergiram por entender que crimes financeiros devem ser julgados de acordo com legislação específica, mais adequada à Justiça Federal.
Fixar a competência na Justiça Eleitoral, dizem os procuradores da Lava Jato, é a maior ameaça até aqui ao o futuro da operação. Argumentam que a Justiça Eleitoral não tem estrutura para lidar com casos de corrupção e lavagem de dinheiro, mais complexos e demorados.  A votação de hoje, como na primeira sessão, foi marcada por troca de farpas e ânimos acirrados. Gilmar Mendes fez críticas duríssimas à Lava Jato. Disse que os procuradores do MPF são “voluptuosos, desavisados, voluntaristas”, e os acusou de fazer ameaças aos juízes. “O que se trava aqui, a rigor, a par de um debate sobre competência [atribuição legal], é uma disputa de poder. E se quer ganhar a fórceps, constranger, amedrontar as pessoas”
Mendes também rechaçou o acordo com a Petrobras para criar uma fundação privada. “Combate à corrupção tem que se fazer dentro da lei. Veja essa fundação: 2,5 bi apropriados. Seria a fundação mais poderosa do Brasil. É a corrida do ouro”.
Celso de Mello também deu uma bronca nos procuradores. O mais antigo membro do Supremo evocou a campanha pública que Deltan Dallagnol e alguns colegas fizeram para influir na votação. “A legitimidade do poder Judiciário não repousa na coincidência de decisões com a vontade da maioria, mas na aplicação do Direito.”
",Política,Lava Jato tem derrota no Supremo e caixa 2 fica com Justiça Eleitoral,Ministros decidiram manter sob a competência da esfera Eleitoral crimes como corrupção e lavagem de dinheiro relacionados a caixa 2,2019-03-14 22:04:38
Alexandre Putti,https://www.cartacapital.com.br/politica/barroso-libera-para-a-1a-instancia-processo-contra-michel-temer/,"Em dezembro de 2018, a procuradora-geral da República, Raquel Dodge, havia denunciado o ex-presidente pelos crimes de corrupção passiva e lavagem de dinheiro por integrar um suposto esquema para favorecer empresas específicas na edição de um decreto sobre o setor portuário.
  Segundo Dodge, o ex-presidente era o “epicentro de um esquema que configurava um sistema institucionalizado de corrupção”. A procuradora denunciou, também, mais cinco pessoas por corrupção ativa e passiva e lavagem, entre elas, o ex-assessor especial da Presidência da República, Rodrigo Rocha Loures.  Na ocasião da denúncia, o presidente Michel Temer afirmou, por meio de nota, que “provará, nos autos judiciais, que não houve nenhuma irregularidade no decreto dos portos, nem benefício ilícito a nenhuma empresa”.
",Política,Barroso libera para a 1ª instância processo contra Michel Temer,"Sem o foro privilegiado do cargo, ex-presidente passa a ser julgado como qualquer outro cidadão, passando pelas três instâncias",2019-03-15 13:21:12
Tainá de Paula,https://www.cartacapital.com.br/opiniao/crime-politico-de-marielle-e-um-marco-irreparavel-na-historia-do-rio/,"A primeira reflexão a ser feita é como a violência e a promoção de uma cultura punitivista e militarizada perpetuaram a leniência por parte da população fluminense, sob a justificativa que existiria uma guerra em curso contra determinados sujeitos e territórios, que estariam em “áreas do crime”. Os esquadrões da morte originados na época do Regime Militar no Brasil e que se enraizaram no interior do Estado e mais substancialmente nos anos 70 na Baixada Fluminense, foram o laboratório do controle social paramilitarizado de determinados territórios.
Historicamente, o Rio de Janeiro assistiu a extermínios e chacinas em periferias e a institucionalização do crime tem origem na violência policial e na impunidade no período da ditadura militar, porque, dada a participação direta ou indireta de servidores ligados à Secretaria de Segurança Pública e ao Judiciário, os agentes do crime tinham certeza de que não seriam punidos.    Passados os anos e com a cultura da violência de Estado perpetuada em todo o sistema policial, paralelo a ampliação das fronteiras dos “negócios” que orbitavam a execução de indivíduos julgados pelo poder paralelo ao Estado: o que se inicia com a execução dos inimigos criminosos da sociedade passa a ser a venda de execuções a varejo, bem como a venda do poder político de benefício mútuo e de proteção por meio do corporativismo policial. A população e o Estado nada fizeram.
A exploração de atividades econômicas ilegais (tráfico de drogas e armas, roubo de carros, venda de proteção policial, exploração de jogos ilegais, prostituição, tráfico de influência e outros) foi o próximo passo, à medida que os criminosos “inimigos”, até então o tráfico de drogas, criou uma estrutura próxima aos cartéis, aumentando escala e “profissionalizando” sua própria proteção através de compra de armamento do próprio aparato armado do Estado (Exército, polícia militar, etc).
Os esquadrões da morte foram se reformulando, frente às novas dinâmicas territoriais e retroalimentando o tráfico de drogas, permitindo armamentos, recebendo propinas e crescendo a rede criminosa tráfico-milícia, indissociáveis na perspectiva de qualquer especialista em segurança pública.    A partir da CPI das milícias na Assembleia Legislativa do Rio em 2008, presidida por Marcelo Freixo e com relatoria de Gilberto Palmares, uma nova dimensão é descortinada no Rio, o aparelhamento do Estado por milicianos, associações de moradores e executivo do Rio de Janeiro. Tanto Câmara de Deputados quanto Câmara de Vereadores – dois locais de trabalho da vereadora – são alvo de denúncias envolvendo policiais da ativa, ex-policiais e políticos.
Nomes históricos da milícia carioca criam ao longo dos anos uma verdadeira bancada da bala, com lideranças como Geiso do Castelo e Nadinho de Rio das Pedras (ambos da zona oeste do Rio de Janeiro), Cristiano Girão, Jerominho e Carminha Gerominho se alinham com nomes mais novos na política, como o Major Elitseu Freitas, Marcelo Siciliano e Carlos Bolsonaro, todos vereadores exercendo mandato na cidade do Rio de Janeiro. Os dois primeiros investigados por associação à grupos de milicianos no Rio.
Nesse sentido, é possível traçar um mapeamento dos territórios paramilitarizados, relacionando as ocorrências das ações dos milicianos e cruzando com os territórios de atuação das figuras políticas da bancada da bala. Mas por que o interesse em assumir cargos legislativos? Além do aparato de cargos e benefícios do Estado, a milícia opera muito no mercado da construção civil irregular. É fundamental o controle, portanto, do uso do solo e as negociações acerca da regulação urbanística a ser aprovada pela Câmara. A milícia do Rio de Janeiro assumiu um papel de definidora da norma urbana e prova disso foi a aprovação unânime da bancada sobre a reformulação do Código de Obras, que atende prioritariamente o mercado imobiliário formal e informal do Rio (onde se inserem os milicianos).    De forma mais contundente a partir de 2011, quando do assassinato da juíza Patrícia Acioli, responsável pela prisão de mais 60 milicianos, é revelado o enraizamento do poder paramilitar no Estado do Rio de Janeiro e o então escritório do crime, assim como outros grupos de milicianos em atuação no Rio. Cria-se também um fato político que mudaria o cenário político local: a insegurança dos defensores de direitos humanos no Estado do Rio de Janeiro.
Sem dúvida, o crime político de Marielle Franco se torna um novo marco irreparável na história da cidade, onde a militarização dos territórios se mostra ineficaz e inócua frente aos verdadeiros desafios: como quebrar a cadeia endêmica de corrupção do braço policial do Estado? Como estabelecer políticas públicas de segurança que foram forjadas na retirada de direitos e na construção de uma prática de extermínio institucionalizada?
Se formos analisar as ações policias do período da intervenção militar federal e os registros de ocorrências policiais no Disque Denúncia, veremos uma completa inversão na perspectiva do método empregado para a escolha dos territórios. O relatório da intervenção mapeou 490 ações policiais, todas em territórios dominados pelo tráfico de drogas.  Porém, se observamos o mapeamento das ocorrências a partir do Disque Denúncia estadual, veremos que quase 70% do território do Rio é dominado por ações de milicianos, que também gerenciam o tráfico de entorpecentes, roubo de cargas, etc. Por que foram alocados em um ano de intervenção o equivalente a 120 milhões de reais (o previsto era o equivalente a 1,2 bilhões) em 711 operações que miravam apenas 30% do problema?
Mapa publicado no Relatório Parcial do Observatório da Intervenção, 2018 
Mapa publicado no Relatório Final do Observatório da Intervenção, 2019  O debate essencial no Rio de Janeiro, à luz da execução de Marielle, é sem dúvida  A intervenção militar peca em lidar com pressupostos metodológicos que já não representam a realidade do Rio de Janeiro. A milícia domina os territórios. E o enfrentamento à milícia não deve ser militarizado, mas através de uma grande reforma da prática e da administração das forças policiais, como bem apontou Luis Eduardo Soares e outros especialistas da área de segurança pública no Rio.
  Num cenário de negação dos direitos por parte do aparato policial, é preciso entender como Marielle sintetiza o “novo inimigo comum”. Se em sua origem os milicianos se organizaram para vender uma falsa paz aos territórios, escolhendo quem vivia e morria e com a chancela da população, em sua nova fase a milícia assume um projeto de poder com recortes ainda mais violentos: decide também eliminar seus algozes políticos, formatando o seu projeto de poder. O mapa de figuras públicas executadas publicado em 2016 pelo El Pais Brasil retrata o cenário de violência e atuação da “nova” política fluminense. No período pré-eleitoral foram assassinadas 11 figuras políticas na Região Metropolitana do Rio de Janeiro.

Numa perspectiva de controle social e biopoder (técnicas numerosas e diversas para obter a subjugação dos corpos e o controle de populações), a milícia do Rio se perpetua em sua impunidade e abre frentes no aparato do Estado, tentando eliminar vozes discordantes das suas práticas. Nesse sentido, Marielle é sem dúvida mais uma vítima do avanço em curso de um projeto de poder motivado por lógicas torpes, que maculam de forma irreversível em curto prazo as esferas de participação e democracia no Estado.
Temos que nos debruçar nos custos reais e nos custos simbólicos de uma perda de uma ativista dos direitos humanos em exercício parlamentar, mulher e negra. O recorte da violência de gênero, presentes tanto na execução de Marielle quando na execução de Patrícia Acioli, dão o caráter instrumental dessas mortes: os tiros no rosto e a forma de abordagem violenta reforçam a tentativa de eliminação dos limites simbólicos das duas figuras públicas em questão.
  É fundamental garantirmos a resolução do caso, com o nome dos mandantes e motivação (mesmo que torpe) revelada. A partir desse caso, é fundamental redirecionarmos a lógica de enfrentamento nos territórios e encarar a modernização da estrutura arcaica das polícias no Rio e no Brasil. À luz da observação nos mapeamentos realizados, os “inimigos do Estado” deveriam ser prioritariamente o ingresso de armas e os grupos de extermínio. Por que até hoje não fizemos uma política de fronteiras e união de forças militares para impedir o armamento nos territórios? É necessária uma revisão completa na escolha dos territórios das operações policiais à luz dos reais inimigos.
É necessário corrigir a frase que ganhou o mundo, dita por Marielle Franco em vida: quantos mais vão precisar morrer para que essa guerra acabe? Infelizmente não é guerra. É um projeto de poder em execução. É necessário o esclarecimento público das ligações do presidente e sua família com o Escritório do Crime no Rio de Janeiro e demais membros do crime organizado do Rio de Janeiro.
",Opinião,Crime político de Marielle é um marco irreparável na história do Rio,"Debate essencial na cidade, à luz da execução de Marielle, é sem dúvida o desmantelamento das redes da milícia",2019-03-14 19:10:06
Alexandre Putti,https://www.cartacapital.com.br/politica/o-brasil-esta-na-gaveta-desde-1822-diz-ministro-de-bolsonaro/,"O ministro referiu-se, especificamente, à , no Maranhão. Foi algo anunciada na viagem da comitiva do governo ao país norte-americano. “Este acordo finalmente aproveitará a maior base de lançamento de satélite do mundo, que é um dos grandes tiros no pé que o Brasil vinha dando por antiamericanismo.”
    O ministro deu uma entrevista coletiva para fazer um balanço sobre a visita presidencial aos EUA. Bolsonaro e Trump se encontraram nesta terça-feira 19, na Casa Branca. Os líderes conversaram, entre outros assuntos, sobre a entrada do Brasil na OCDE e a situação na Venezuela.
Eduardo com o pai Jair (Foto: Fabio Rodrigues Pozzebom/ Agencia Brasil)Ernesto Araújo não comentou a rusga que teve com o deputado federal Eduardo Bolsonaro durante a viagem. O ministro não foi escalado para a reunião entre os presidentes no Salão Oval da Casa Branca, mas o filho de Jair esteve lá. A justificativa de Bolsonaro: o convite a Eduardo partiu do próprio Trump, que “valoriza relações familiares”.
Ernesto não reagiu bem à decisão e teve um momento de ira na frente de outros ministros. Segundo a , a percepção geral é de que ele às vezes tem um comportamento instável. O ministro da Economia, Paulo Guedes, tentou acalmá-lo.  As decisões tomadas na viagem seguirão para o Congresso brasileiro para votação.
Outro ponto tocado por Ernesto na entrevista coletiva foi a sua crítica ao o que ele chama de “globalismo”. Segundo o ministro, esse fenômeno é uma ideologia e um sistema perverso para o ser humano. “Esse gigante acordou para fazer certas coisas e recuperar valores do ser humano. Estamos nos unindo com uma linha de pensamento que é muito forte, como é o caso do presidente Trump.”
No seu discurso de posse, em janeiro deste ano, Ernesto havia afirmado que sua gestão iria mostrar que país não precisa se submeter ao globalismo para promover os negócios no exterior. O entendimento do chefe do Itamaraty continua o mesmo. Para ele, o problema é quando a globalização é capturada por ideologia. “A ideia liberal levada para outros perfis que não falem sobre antinacionalismo, politicamente correto e ideologia de gênero é positiva. Precisamos libertar a globalização desse tipo de ideologia”, disse.
O autodeclarado venezuelano Juan Guaidó (Fotos: AFP)Sobre o vizinho em crise, o ministro afirmou que há um consenso entre os países e que eles precisam agir. Afirmou que o Brasil não aceita o que está acontecendo, mas desconversou sobre uma possível invasão militar. “O Brasil tem capacidade de atuação sobretudo diplomática. Vamos utilizar isso ao máximo.”
Na coletiva de imprensa de Bolsonaro e Trump ocorrida ontem,  o líder americano, quando questionado sobre uma possível intervenção na Venezuela,  usou a resposta vaga – e abrangente – de sempre: “Todas as opções estão abertas.” O brasileiro, por sua vez, usou a falta de habilidade para responder e insinuar um plano em processo. “Há certas questões que, se você divulgar, deixam de ser estratégicas”, disse Bolsonaro. E seguiu com algo para colocar a tropa da fronteira em posição de sentido: “Tudo que for definido aqui será honrado.”   
 
 
 
 
",Política,"“O Brasil está na gaveta desde 1822”, diz ministro de Bolsonaro","Após ter chilique com Eduardo Bolsonaro nos EUA, Ernesto Araújo capricha na frase de efeito",2019-03-20 17:24:25
